time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-4.2024246846851993e-07,-1.1217176629202508e-07,10.008397556475654,6.283003956570752,0.0003082140203662931,0.0,-3.5881660599815997e-05,-1.4357766790560505e-05,0.2798915724652094,-0.00988172912645285,0.013819702025124694,0.0,490.0106155288968,491.0366205095736,491.18757528039566,490.45438571649447
0.12000000000000001,-1.1567804254429777e-05,-6.709198942271615e-06,10.0269868347953,6.282119938468636,0.0011532259345319318,0.0,-0.00041611528199059136,-0.00027417703891696564,0.3397345761338429,-0.026830822839813324,0.014606020116212794,0.0,423.53138610829774,423.5988978876239,425.28457862554507,423.83066230698324
0.18,-6.679401709497866e-05,-5.420820775923574e-05,10.052792411162178,6.280849246041612,0.001832243926079613,0.0,-0.0015144109890967623,-0.0014710028031732925,0.5203855189086815,-0.011765373270251692,0.003758268228423376,0.0,461.9884062828869,461.132311292011,461.7044775980599,462.89135663146897
0.23999999999999996,-0.00020205886726895944,-0.00020091162156153498,10.09002019080654,6.280040480738073,0.0021165774973699314,0.0,-0.0030240800098806234,-0.0035070424003777866,0.7204351543021326,-0.01714895292976357,0.0066314519662377435,0.0,467.9421412134742,468.1656294655084,467.917724343216,467.4986184198833
0.3,-0.00042894662768105447,-0.0004805697235254056,10.136370979688659,6.279104639267699,0.002381610681526425,0.0,-0.004573131302912957,-0.0059152930868292325,0.824520939118659,-0.012662078530759771,-0.0004266331913584283,0.0,438.7603747917243,438.1740119592946,438.83601995242935,439.2083477087327
0.36000000000000004,-0.0007494516434832326,-0.0009173414649192431,10.187554460184769,6.278108091493246,0.0019218808978083146,0.0,-0.006093515001431954,-0.00872616011714461,0.8815521549969483,-0.02598093707009587,-0.028879726210862704,0.0,424.8165476157255,422.3701009253423,424.490735430702,423.3464604124144
0.4200000000000001,-0.0011602082350685395,-0.0015925886490075164,10.251042465079397,6.276459752805117,7.464332380546779e-05,0.0,-0.007348724519011645,-0.014003736827460896,1.2344014314342753,-0.030635129980746162,-0.03490418345444527,0.0,511.89616965074754,511.4671533719553,511.8556389450738,511.52427408378605
0.48000000000000015,-0.0015941262712420678,-0.0025920911491688877,10.329976028546639,6.274397115434127,6.281214035286858,0.0,-0.0068851452571777804,-0.019527121526429245,1.3965315267431522,-0.043168941315148326,-0.03253451994347419,0.0,457.1670285156616,457.3553393650799,458.6449498864127,457.6480168479009
0.5400000000000001,-0.00195381946784007,-0.003975757704281147,10.418995628061973,6.271875458486097,6.278906038078432,0.0,-0.004869008262632688,-0.026881612707281326,1.5705621834793468,-0.039838044392148546,-0.05426057318897594,0.0,463.09985180197225,461.3871354069942,461.0359285094484,461.2981178818059
0.6000000000000002,-0.0021550618805589376,-0.00580702865078343,10.514181277672845,6.269835085099041,6.275581233263537,0.0,-0.001537045580811439,-0.03436194983281757,1.6022446231573804,-0.02434511712605022,-0.05782394331346282,0.0,417.3450867440846,417.03167974797685,416.4680149712588,417.82020256542313
0.6600000000000003,-0.002067643067731691,-0.008164369497045534,10.614431303687907,6.269059714616326,6.271977657033727,0.0,0.004828984407328887,-0.044326596957394764,1.7392194411724915,0.003472468217191346,-0.06495225849991637,0.0,451.04416139618394,450.46563481560213,450.137068832755,452.3824327434546
0.7200000000000003,-0.0015272764489183605,-0.011119977271090715,10.72213295531527,6.269185330846415,6.2677072122126525,0.0,0.013600000611669669,-0.05417373954999453,1.8506564898968905,-0.0008177172426608469,-0.08805821243573916,0.0,445.3142514947649,443.41614685835475,442.8199580485787,442.46688623630655
0.7800000000000004,-0.00040542585326794914,-0.014631238401654182,10.83412568921849,6.269036648163619,6.262866415622188,0.0,0.024256578785531707,-0.06287643316152715,1.8823744094756898,-0.006024883043932476,-0.06896839222585528,0.0,417.58521374044295,419.241171126635,418.13139491264036,417.6775868955067
0.8400000000000004,0.0014359106721654898,-0.018663936096008256,10.947706230898357,6.268745595604258,6.258553818105021,0.0,0.037501651026629335,-0.07157570401963327,1.9035991536994255,-0.0026004811054696018,-0.07843665503462038,0.0,415.36657520509243,414.53100888815214,414.4798168587901,414.7807314279219
0.9000000000000005,0.004234820710635559,-0.02326975983488468,11.065775409419867,6.268659490462902,6.253507397414854,0.0,0.05630375447192425,-0.08196128189993976,2.031806417380304,0.0007995516308664035,-0.09894278186952081,0.0,450.43089968130937,448.763657451451,448.98198134522886,449.25776184408295
0.9600000000000005,0.008260122900311424,-0.028492725233561746,11.191044476404889,6.268678231207417,6.247661104574227,0.0,0.0784777293166009,-0.09213102738073418,2.1436054390795958,-0.0006804067808080961,-0.09458927537550975,0.0,444.3763300126818,444.72490201946164,445.02490204824625,444.90374548019713
1.0200000000000005,0.013795456349344707,-0.034346951612976885,11.324598933351702,6.269708151684391,6.242191737281118,0.0,0.10664216319390951,-0.10293509224578347,2.3078685598358586,0.03944157404799264,-0.08505233630459112,0.0,460.9558038792175,461.7021143650239,459.8210363851825,462.9884120611926
1.0800000000000005,0.02118968520911034,-0.040832776125018275,11.469139048934432,6.271872334529885,6.236724410211377,0.0,0.14042800603015443,-0.11298726030537547,2.509688997697548,0.02829162993765259,-0.10742015124854971,0.0,473.7993163951891,472.06986305659876,474.0481257738327,473.19109041023523
1.1400000000000006,0.030548092365454436,-0.0478275013107479,11.621618215714888,6.27336704044917,6.230125068871349,0.0,0.17214097733074732,-0.12001363908934805,2.572777408705712,0.01711133180790143,-0.11569204808508869,0.0,431.26587760565536,430.55547518029266,432.49527868260833,431.5527272130493
